Manufacturer|Product Name|Size|itemType|SKU|BasePrice
Frito Lay|Tostitos Dip Medium Queso Blanco|15 oz|Snacks|43481001|$3.99
Frito Lay|Tostitos Dip Medium Salsa Con Queso|15 oz|Snacks|43482001|$3.99
Frito Lay|Tostitos Dip Smooth & Cheesy|15 oz|Snacks|43483001|$3.99
Frito Lay|Tostitos Salsa Cantina Chipotle|15.5 oz|Snacks|43484001|$4.19
Frito Lay|Tostitos Salsa Restaurant Style|15.5 oz|Snacks|43485001|$4.19
Frito Lay|Tostitos Salsa Roasted Garlic|15.5 oz|Snacks|43486001|$4.19
Frito Lay|Tostitos Salsa Thick & Chunky Mild|15.5 oz|Snacks|43487001|$4.19
Frito Lay|Tostitos Simply Organic Black Bean|7.5 oz|Snacks|43488001|$3.59
Frito Lay|Tostitos Simply Organic Salsa Chunky Medium|15.5 oz|Snacks|43489001|$4.19
Frito Lay|Tostitos Simply Organic Scoops|8 oz|Snacks|43490001|$3.69
Frito Lay|Tostitos Simply Organic Yellow Corn|8.25 oz|Snacks|43491001|$3.69
Frito Lay|Tostitos Simply Salsa Black Bean & Corn|15.5 oz|Snacks|43492001|$4.79
Frito Lay|Tostitos Tortilla Chips Hint Of Jalapeno|13 oz|Snacks|43493001|$2.99
Frito Lay|Tostitos Tortilla Chips Hint Of Lime|13 oz|Snacks|43494001|$2.99
Frito Lay|Tostitos Tortilla Chips Multigrain Scoops|10 oz|Snacks|43495001|$2.99
Frito Lay|Tostitos Tortilla Chips Original|18 oz|Snacks|43496001|$4.49
Frito Lay|Tostitos Tortilla Chips Oven Baked Scoops|6.25 oz|Snacks|43497001|$3.29
Frito Lay|Tostitos Tortilla Chips Restaurant Style|13 oz|Snacks|43498001|$2.99
Frito Lay|Tostitos Tortilla Chips Scoops|14.5 oz|Snacks|43499001|$4.49
Frito Lay|Tostitos Tortilla Chips Simply Blue Corn|8.25 oz|Snacks|43500001|$3.69
Frito Lay|Tostitos Tortilla Chips White Corn Crispy Rounds|13 oz|Snacks|43501001|$2.99
Frito Lay|Variety Pack Baked & Popped Mix|20 ct|Snacks|43502001|$6.99
Frito Lay|Variety Pack Bold Mix|20 ct|Snacks|43503001|$6.99
Frito Lay|Variety Pack Cheesy Mix|20 ct|Snacks|43504001|$6.99
Frito Lay|Variety Pack Classic Mix|20 ct|Snacks|43505001|$6.99
Frito Lay|Variety Pack Fiery Mix|20 ct|Snacks|43506001|$6.99
Frito Lay|Variety Pack Flavor Mix|20 ct|Snacks|43507001|$6.99
French Market|Coffee Coffee And Chicory|16 oz|Coffee/Creamer|43508001|$8.79
Fort West|Fort West Avocado Dip |17.8|Dips|43509001|$0.60
Fort West|Fort West Buttered Popcorn |7.31|Popcorn|43510001|$2.66
Fort West|Fort West Cheese Dip |9.19|Dips|43511001|$0.66
Fort West|Fort West Chocolate Chip Cookies |17|Cookies|43512001|$1.55
Fort West|Fort West Fondue Mix |6.76|Dips|43513001|$1.50
Fort West|Fort West Frosted Cookies |14.1|Cookies|43514001|$2.58
Fort West|Fort West Fudge Brownies |4.67|Cookies|43515001|$2.36
Fort West|Fort West Fudge Cookies |6.27|Cookies|43516001|$2.20
Fort West|Fort West Graham Crackers |7.77|Cookies|43517001|$2.26
Fort West|Fort West Lemon Cookies |14.2|Cookies|43518001|$3.56
Fort West|Fort West Low Fat Cookies |8.69|Cookies|43519001|$1.80
Fort West|Fort West Low Fat Popcorn |19.2|Popcorn|43520001|$1.44
Fort West|Fort West No Salt Popcorn |16.2|Popcorn|43521001|$1.46
Fort West|Fort West Salsa Dip |9.5|Dips|43522001|$1.93
Fort West|Fort West Sugar Cookies |19.7|Cookies|43523001|$2.41
Footnote|Footnote Extra Lean Hamburger |11.1|Hamburger|43524001|$0.97
Footnote|Footnote Seasoned Hamburger |11|Hamburger|43525001|$1.49
Food For Life|Ezekiel 4:9 Bread Cinnamon Raisin|24 oz|Bread|43526001|$6.29
Food For Life|Ezekiel 4:9 Bread Flax|24 oz|Bread|43527001|$4.99
Food For Life|Ezekiel 4:9 Bread Sesame Sprouted Grain|24 oz|Bread|43528001|$4.99
Food For Life|Ezekiel 4:9 Bread Whole Grain|24 oz|Bread|43529001|$4.99
Food For Life|Ezekiel 4:9 Cereal Almond|16 oz|Cereal|43530001|$5.69
Food For Life|Ezekiel 4:9 Cereal Golden Flax|16 oz|Cereal|43531001|$5.19
Folgers|Coffee 100% Colombian Medium Dark|10.3 oz|Coffee/Creamer|43532001|$5.49
Folgers|Coffee 100% Colombian Medium Dark|27.8 oz|Coffee/Creamer|43533001|$7.99
Folgers|Coffee Black Silk|10.3 oz|Coffee/Creamer|43534001|$5.49
Folgers|Coffee Black Silk|27.8 oz|Coffee/Creamer|43535001|$7.99
Folgers|Coffee Breakfast Blend Mild|10.8 oz|Coffee/Creamer|43536001|$5.49
Folgers|Coffee Breakfast Blend Mild|29.2 oz|Coffee/Creamer|43537001|$7.99
Folgers|Coffee Classic Medium|11.3 oz|Coffee/Creamer|43538001|$5.49
Folgers|Coffee Classic Medium|39.9 oz|Coffee/Creamer|43539001|$7.99
Folgers|Coffee Decaf Medium|11.3 oz|Coffee/Creamer|43540001|$5.49
Folgers|Coffee French Medium Dark|10.3 oz|Coffee/Creamer|43541001|$5.49
Folgers|Coffee French Medium Dark|27.8 oz|Coffee/Creamer|43542001|$7.99
Folgers|Coffee Gourmet Supreme Dark|10.3 oz|Coffee/Creamer|43543001|$2.79
Folgers|Coffee Gourmet Supreme Dark|27.8 oz|Coffee/Creamer|43544001|$7.99
Folgers|Coffee Half Caff Medium|29.2 oz|Coffee/Creamer|43545001|$7.99
Folgers|Coffee House Blend Medium|27.8 oz|Coffee/Creamer|43546001|$7.99
Folgers|Coffee Medium Decaf|39.9 oz|Coffee/Creamer|43547001|$9.99
Folgers|Coffee Medium Roast|48 oz|Coffee/Creamer|43548001|$14.29
Folgers|Coffee Special Medium|10.3 oz|Coffee/Creamer|43549001|$2.79
Folgers|Coffee Special Medium|27.8 oz|Coffee/Creamer|43550001|$7.99
Floridas Natural|Juice Orange Pineapple|59 oz||43551001|$4.29
Floridas Natural|Orange Juice No Pulp|89 oz||43552001|$6.39
Fleischmanns|Simply Homemade Bread Mix|15 oz|Cake/Baking Mixes|43553001|$2.49
Fleischmanns|Simply Homemade Cornbread Mix|15 oz|Cake/Baking Mixes|43554001|$1.99
Febreze|Air Effects With Gain|9.7 oz||43555001|$4.29
Faux Products|Faux Products 200 MG Acetominifen |9.1|Acetominifen|43556001|$2.32
Faux Products|Faux Products 200 MG Ibuprofen |10.3|Ibuprofen|43557001|$1.21
Faux Products|Faux Products Buffered Aspirin |9.39|Aspirin|43558001|$3.84
Faux Products|Faux Products Childrens Aspirin |10.5|Aspirin|43559001|$1.99
Faux Products|Faux Products Mint Mouthwash |16.1|Mouthwash|43560001|$2.40
Fast|Fast Avocado Dip |14.1|Dips|43561001|$2.95
Fast|Fast Buttered Popcorn |11.3|Popcorn|43562001|$0.51
Fast|Fast Cheese Dip |12.6|Dips|43563001|$2.78
Fast|Fast Chocolate Chip Cookies |17.1|Cookies|43564001|$2.42
Fast|Fast Fondue Mix |7.02|Dips|43565001|$2.31
Fast|Fast Frosted Cookies |5.4|Cookies|43566001|$1.91
Fast|Fast Fudge Brownies |6.92|Cookies|43567001|$2.84
Fast|Fast Fudge Cookies |10.6|Cookies|43568001|$3.38
Fast|Fast Graham Crackers |18.8|Cookies|43569001|$0.93
Fast|Fast Lemon Cookies |18.7|Cookies|43570001|$2.65
Fast|Fast Low Fat Cookies |4.59|Cookies|43571001|$0.96
Fast|Fast Low Fat Popcorn |3.84|Popcorn|43572001|$1.51
Fast|Fast No Salt Popcorn |10|Popcorn|43573001|$1.88
Fast|Fast Salsa Dip |6.05|Dips|43574001|$1.64
Fast|Fast Sugar Cookies |18.7|Cookies|43575001|$3.87
Even Better|Even Better Blueberry Yogurt |5.42|Yogurt|43576001|$2.69
Even Better|Even Better Cheese Spread |6.9|Cheese|43577001|$3.12
Even Better|Even Better Havarti Cheese |3.94|Cheese|43578001|$3.61
Even Better|Even Better Head Cheese |10.1|Cheese|43579001|$0.84
Even Better|Even Better Jack Cheese |4.32|Cheese|43580001|$0.81
Even Better|Even Better Large Curd Cottage Cheese |13.8|Cottage Cheese|43581001|$3.95
Even Better|Even Better Low Fat Cottage Cheese |17.7|Cottage Cheese|43582001|$1.27
Even Better|Even Better Low Fat Sour Cream |9.3|Sour Cream|43583001|$2.88
Even Better|Even Better Low Fat String Cheese |16.6|Cheese|43584001|$2.59
Even Better|Even Better Mild Cheddar Cheese |6.89|Cheese|43585001|$1.79
Even Better|Even Better Muenster Cheese |9|Cheese|43586001|$0.72
Even Better|Even Better Sharp Cheddar Cheese |16.2|Cheese|43587001|$3.25
Even Better|Even Better Sour Cream |18.2|Sour Cream|43588001|$0.82
Even Better|Even Better Strawberry Yogurt |15.1|Yogurt|43589001|$2.71
Even Better|Even Better String Cheese |12.6|Cheese|43590001|$3.50
Entenmanns|Buns Cinnamon Swirl|18 oz|Baked Goods Other than Bread|43591001|$7.49
Entenmanns|Buns Super Cinnamons|24 oz|Baked Goods Other than Bread|43592001|$7.49
Entenmanns|Cake All Butter French Crumb|14 oz|Baked Goods Other than Bread|43593001|$7.49
Entenmanns|Cake Cheese Breakfast Buns|21 oz|Baked Goods Other than Bread|43594001|$7.49
Entenmanns|Cake Chocolate Fudge|20 oz|Baked Goods Other than Bread|43595001|$7.09
Entenmanns|Cake Coffee Cake Cheese Crumb|16 oz|Coffee/Creamer|43596001|$7.49
Entenmanns|Cake Coffee Cake Crumb|10 oz|Coffee/Creamer|43597001|$7.49
Entenmanns|Cake Gold With Chocolate Fudge Icing|18 oz|Baked Goods Other than Bread|43598001|$7.09
Entenmanns|Cake Jumbo Glazed Honey Bun|4.75 oz|Baked Goods Other than Bread|43599001|$1.09
Entenmanns|Cake Lemon Crunch|26 oz|Baked Goods Other than Bread|43600001|$7.59
Entenmanns|Cake Lemon Loaf|11.5 oz|Baked Goods Other than Bread|43601001|$5.29
Entenmanns|Cake Louisiana Crunch|26 oz|Baked Goods Other than Bread|43602001|$7.59
Entenmanns|Cake Pound Cake|12 oz|Baked Goods Other than Bread|43603001|$5.29
Entenmanns|Cake Wrapped Crumb Mini|12.25 oz|Baked Goods Other than Bread|43604001|$5.09
Entenmanns|Cake Wrapped Pound Cake Mini|8.25 oz|Baked Goods Other than Bread|43605001|$5.09
Entenmanns|Chewy Chocolate Chip Cereal Bar|10.4 oz|Cereal|43606001|$3.29
Entenmanns|Cookies Chocolate Chip|12 oz|Baked Goods Other than Bread|43607001|$4.79
Entenmanns|Cookies Chocolate Chip Soft Baked|4 oz|Baked Goods Other than Bread|43608001|$1.09
Entenmanns|Danish Cheese Twist|16 oz|Baked Goods Other than Bread|43609001|$7.49
Entenmanns|Danish Cherry Cheese|4 oz|Baked Goods Other than Bread|43610001|$1.09
Entenmanns|Danish Raspberry|4 oz|Baked Goods Other than Bread|43611001|$1.09
Entenmanns|Danish Twist Raspberry|15 oz|Baked Goods Other than Bread|43612001|$7.49
Entenmanns|Donuts Chocolate Frosted|3.5 oz|Baked Goods Other than Bread|43613001|$1.09
Entenmanns|Donuts Crumb Topped|17 oz|Baked Goods Other than Bread|43614001|$5.99
Entenmanns|Donuts Devils Food Crumb|17 oz|Baked Goods Other than Bread|43615001|$5.99
Entenmanns|Donuts Frosted Devils Food|19 oz|Baked Goods Other than Bread|43616001|$5.99
Entenmanns|Donuts Frosted Mini|12 oz|Baked Goods Other than Bread|43617001|$5.09
Entenmanns|Donuts Popems Glazed|16 oz|Baked Goods Other than Bread|43618001|$5.09
Entenmanns|Donuts Popems Rich Frosted|17 oz|Baked Goods Other than Bread|43619001|$5.09
Entenmanns|Donuts Powdered Popettes|14 oz|Baked Goods Other than Bread|43620001|$4.89
Entenmanns|Donuts Rich Chocolate Frosted|16 oz|Baked Goods Other than Bread|43621001|$5.99
Entenmanns|Donuts Softee Assorted With Frosted|12 ct|Baked Goods Other than Bread|43622001|$6.39
Entenmanns|Donuts Softee Variety|22 oz|Baked Goods Other than Bread|43623001|$6.39
Entenmanns|Donuts Softees Cinnamon Mini|10 oz|Baked Goods Other than Bread|43624001|$3.29
Entenmanns|Donuts Softees Frosted|10.5 oz|Baked Goods Other than Bread|43625001|$3.29
Entenmanns|Donuts Softees Powdered|10 oz|Baked Goods Other than Bread|43626001|$3.29
Entenmanns|Donuts Ultimate Chocolate Lovers Variety Pack|17 oz|Baked Goods Other than Bread|43627001|$5.99
Entenmanns|Donuts Variety Pack|16 oz|Baked Goods Other than Bread|43628001|$5.99
Entenmanns|Little Bites Fudge Brownie|11 oz|Baked Goods Other than Bread|43629001|$5.09
Entenmanns|Little Bites Mini Banana Chocolate Chip|8.75 oz|Baked Goods Other than Bread|43630001|$4.99
Entenmanns|Little Bites Mini Blueberry|8.75 oz|Baked Goods Other than Bread|43631001|$4.99
Entenmanns|Little Bites Snickerdoodle Cinnamon Sugar|8.75 oz|Baked Goods Other than Bread|43632001|$4.99
Entenmanns|Muffins Chocolate Chip Mini|8.75 oz|Baked Goods Other than Bread|43633001|$4.99
Entenmanns|Pie Apple|26 oz|Baked Goods Other than Bread|43634001|$7.49
Entenmanns|Puffs Apple|18 oz|Baked Goods Other than Bread|43635001|$7.59
Eight O Clock|100% Arabica Hazelnut Coffee|11 oz|Coffee/Creamer|43636001|$7.19
Eight O Clock|Coffee 100% Colombian|11 oz|Coffee/Creamer|43637001|$3.64
Eight O Clock|Coffee Dark Italian Roast|11.5 oz|Coffee/Creamer|43638001|$7.19
Eight O Clock|Coffee Original|12 oz|Coffee/Creamer|43639001|$7.19
Edwards|Pie Key Lime|36 oz||43640001|$7.99
Ebony|Ebony Almonds |14.2|Nuts|43641001|$1.68
Ebony|Ebony Asparagus |20.6|Fresh Vegetables|43642001|$0.96
Ebony|Ebony Baby Onion |15.3|Fresh Vegetables|43643001|$2.97
Ebony|Ebony Beets |11.6|Fresh Vegetables|43644001|$2.71
Ebony|Ebony Broccoli |18|Fresh Vegetables|43645001|$2.83
Ebony|Ebony Canned Peanuts |17.3|Nuts|43646001|$1.29
Ebony|Ebony Cantelope |7.1|Fresh Fruit|43647001|$2.45
Ebony|Ebony Cauliflower |17.3|Fresh Vegetables|43648001|$1.39
Ebony|Ebony Corn on the Cob |6.26|Fresh Vegetables|43649001|$1.20
Ebony|Ebony Dried Mushrooms |18.8|Fresh Vegetables|43650001|$3.34
Ebony|Ebony Elephant Garlic |4.48|Fresh Vegetables|43651001|$2.21
Ebony|Ebony Fancy Plums |17.3|Fresh Fruit|43652001|$1.86
Ebony|Ebony Firm Tofu |15.2|Tofu|43653001|$2.29
Ebony|Ebony Fresh Lima Beans |11.3|Fresh Vegetables|43654001|$1.45
Ebony|Ebony Fuji Apples |13|Fresh Fruit|43655001|$3.24
Ebony|Ebony Garlic |6.1|Fresh Vegetables|43656001|$2.60
Ebony|Ebony Golden Delcious Apples |16.5|Fresh Fruit|43657001|$2.77
Ebony|Ebony Green Pepper |8.8|Fresh Vegetables|43658001|$2.65
Ebony|Ebony Honey Dew |6.78|Fresh Fruit|43659001|$1.58
Ebony|Ebony Lemons |5.65|Fresh Fruit|43660001|$1.91
Ebony|Ebony Lettuce |19.3|Fresh Vegetables|43661001|$3.51
Ebony|Ebony Limes |9.69|Fresh Fruit|43662001|$0.92
Ebony|Ebony Macintosh Apples |19.5|Fresh Fruit|43663001|$1.35
Ebony|Ebony Mandarin Oranges |7.78|Fresh Fruit|43664001|$1.83
Ebony|Ebony Mixed Nuts |7.28|Nuts|43665001|$0.95
Ebony|Ebony Mushrooms |19.7|Fresh Vegetables|43666001|$0.57
Ebony|Ebony New Potatos |4.96|Fresh Vegetables|43667001|$2.19
Ebony|Ebony Onions |9.5|Fresh Vegetables|43668001|$3.26
Ebony|Ebony Oranges |7.96|Fresh Fruit|43669001|$2.96
Ebony|Ebony Party Nuts |17.8|Nuts|43670001|$1.18
Ebony|Ebony Peaches |16.2|Fresh Fruit|43671001|$2.11
Ebony|Ebony Plums |6.28|Fresh Fruit|43672001|$3.43
Ebony|Ebony Potatos |20.1|Fresh Vegetables|43673001|$1.41
Ebony|Ebony Prepared Salad |18.7|Fresh Vegetables|43674001|$2.84
Ebony|Ebony Red Delcious Apples |5.36|Fresh Fruit|43675001|$0.70
Ebony|Ebony Red Pepper |13.8|Fresh Vegetables|43676001|$2.88
Ebony|Ebony Shitake Mushrooms |10.3|Fresh Vegetables|43677001|$2.99
Ebony|Ebony Squash |16.7|Fresh Vegetables|43678001|$1.73
Ebony|Ebony Summer Squash |11|Fresh Vegetables|43679001|$2.85
Ebony|Ebony Sweet Onion |14.6|Fresh Vegetables|43680001|$2.17
Ebony|Ebony Sweet Peas |5.28|Fresh Vegetables|43681001|$1.32
Ebony|Ebony Tangerines |12.3|Fresh Fruit|43682001|$3.49
Ebony|Ebony Tomatos |16.7|Fresh Vegetables|43683001|$1.22
Ebony|Ebony Walnuts |16.7|Nuts|43684001|$2.39
Eating Right|Fruit & Grain Apple Cereal Bars|10.4 oz|Cereal|43685001|$1.99
Eating Right|Fruit & Grain Blueberry Cereal Bars|10.4 oz|Cereal|43686001|$1.99
Eating Right|Fruit & Grain Mixed Berry Cereal Bars|10.4 oz|Cereal|43687001|$1.99
Eating Right|Fruit & Grain Raspberry Cereal Bars|10.4 oz|Cereal|43688001|$1.99
Eating Right|Fruit & Grain Strawberry Cereal Bars|10.4 oz|Cereal|43689001|$1.99
Eating Right|Raisin Date & Pecan Mulit Grain Cereal|16 oz|Cereal|43690001|$3.29
Eating Right|Shortbread Cookies|4.4 oz|Snacks|43691001|$3.69
Dunkin Donuts|Blueberry Muffin Coffee|11 oz|Coffee/Creamer|43692001|$6.99
Dunkin Donuts|Caramel Coffee|11 oz|Coffee/Creamer|43693001|$6.99
Dunkin Donuts|Chocolate Glazed Donut Coffee|11 oz|Coffee/Creamer|43694001|$6.99
Dunkin Donuts|Coffee Jelly|11 oz|Coffee/Creamer|43695001|$6.99
Dunkin Donuts|Dark Roast Coffee|11 oz|Coffee/Creamer|43696001|$6.99
Dunkin Donuts|French Vanilla Coffee|12 oz|Coffee/Creamer|43697001|$6.99
Dunkin Donuts|French Vanilla Coffee|24 oz|Coffee/Creamer|43698001|$14.19
Dunkin Donuts|Hazelnut Coffee|12 oz|Coffee/Creamer|43699001|$6.99
Dunkin Donuts|Original Blend Coffee|12 oz|Coffee/Creamer|43700001|$6.99
Dunkin Donuts|Original Blend Decaf Coffee|12 oz|Coffee/Creamer|43701001|$6.99
Dunkin Donuts|Original Resealable Bag Coffee|14 oz|Coffee/Creamer|43702001|$14.19
Dual City|Dual City Lox |16.7|Fresh Fish|43703001|$0.52
Drakes|Coffee Cakes Cake|11.5 oz|Cake Snacks|43704001|$3.89
Drakes|Devil Dogs Cake|12.8 oz|Cake Snacks|43705001|$3.29
Drakes|Ring Dings Cake|13.5 oz|Cake Snacks|43706001|$3.89
Drakes|Yodels Cake|11 oz|Cake Snacks|43707001|$3.29
Dole|Bananas Bunch|1 lbs||43708001|$0.55
Dole|Juice Orange Peach Mango|59 oz||43709001|$3.69
Discover|Discover Rice Medly |13.5|Rice|43710001|$2.73
Discover|Discover Thai Rice |17.2|Rice|43711001|$2.47
Dinty Moore|Hearty Meals Beef Stew|20 oz||43712001|$3.39
Denny|Denny Counter Cleaner |7.39|Cleaners|43713001|$2.46
Denny|Denny Glass Cleaner |18.2|Cleaners|43714001|$0.51
Denny|Denny Room Freshener |13.7|Deodorizers|43715001|$1.96
Denny|Denny Toilet Bowl Cleaner |6.47|Cleaners|43716001|$2.32
Delta|Baby Shampoo Original|12 oz||43717001|$1.00
Del Monte|Diced Mango Fruit Cup|16 oz||43718001|$2.50
Del Monte|Fruit Burst Squeezers Mixed Berry|12.8 oz||43719001|$2.50
Del Monte|Pear Halves In 100% Juice|15.25 oz||43720001|$2.89
Cutting Edge|Cutting Edge Beef Bologna |4.67|Bologna|43721001|$0.97
Cutting Edge|Cutting Edge Chicken Hot Dogs |17.2|Hot Dogs|43722001|$1.53
Cutting Edge|Cutting Edge Cole Slaw |4.19|Deli Salads|43723001|$1.55
Cutting Edge|Cutting Edge Corned Beef |9.19|Deli Meats|43724001|$2.95
Cutting Edge|Cutting Edge Foot-Long Hot Dogs |5.67|Hot Dogs|43725001|$1.44
Cutting Edge|Cutting Edge Low Fat Bologna |11.8|Bologna|43726001|$2.37
Cutting Edge|Cutting Edge Low Fat Cole Slaw |6.65|Deli Salads|43727001|$2.85
Cutting Edge|Cutting Edge Pimento Loaf |9.5|Bologna|43728001|$1.82
Cutting Edge|Cutting Edge Potato Salad |7.47|Deli Salads|43729001|$1.33
Cutting Edge|Cutting Edge Roasted Chicken |14.6|Fresh Chicken|43730001|$1.99
Cutting Edge|Cutting Edge Sliced Chicken |4.86|Deli Meats|43731001|$2.33
Cutting Edge|Cutting Edge Sliced Ham |17.6|Deli Meats|43732001|$0.72
Cutting Edge|Cutting Edge Sliced Turkey |9.89|Deli Meats|43733001|$3.52
Cutting Edge|Cutting Edge Turkey Hot Dogs |19.8|Hot Dogs|43734001|$1.76
Curlew|Curlew Lox |6.97|Fresh Fish|43735001|$1.62
Crest|3D White Arctic Fresh|7 oz||43736001|$4.37
Creamette|Lasagna Pasta|16 oz|Pasta/Noodles|43737001|$2.29
Country Time|Lemonade Yellow|12 pkg||43738001|$4.99
Country Crock|Spread Original|45 oz||43739001|$3.49
Cormorant|Cormorant Counter Cleaner |16.6|Cleaners|43740001|$1.92
Cormorant|Cormorant Glass Cleaner |18.1|Cleaners|43741001|$0.62
Cormorant|Cormorant Room Freshener |4.21|Deodorizers|43742001|$3.89
Cormorant|Cormorant Toilet Bowl Cleaner |13.8|Cleaners|43743001|$3.81
Consolidated|Consolidated 200 MG Acetominifen |11.6|Acetominifen|43744001|$1.83
Consolidated|Consolidated 200 MG Ibuprofen |8|Ibuprofen|43745001|$3.98
Consolidated|Consolidated Buffered Aspirin |6.56|Aspirin|43746001|$0.85
Consolidated|Consolidated Childrens Aspirin |11|Aspirin|43747001|$3.91
Consolidated|Consolidated Mint Mouthwash |13.5|Mouthwash|43748001|$1.89
Con Agar Foods|Rotel Diced Tomatoes& Green Chilies|10 oz||43749001|$2.99
Colossal|Colossal Rice Medly |12|Rice|43750001|$1.46
Colossal|Colossal Thai Rice |11.3|Rice|43751001|$3.94
College Inn|FF & LS Broth Chicken|32 oz||43752001|$2.99
Coke|Fanta Orange Soda|67.6 oz|Soda|43753001|$1.50
Coke|Original Soda|67.6 oz|Soda|43754001|$1.50
Coke|Sprite Soda|67.6 oz|Soda|43755001|$1.50
Cobblestone Mill|Bagels Cinnamon Raisin|21 oz||43756001|$2.99
Cobblestone Mill|Bagels Plain|21 oz||43757001|$2.99
Club|Club Blueberry Yogurt |11.1|Yogurt|43758001|$3.82
Club|Club Cheese Spread |13.5|Cheese|43759001|$2.17
Club|Club Havarti Cheese |7.94|Cheese|43760001|$3.95
Club|Club Head Cheese |5.4|Cheese|43761001|$1.47
Club|Club Jack Cheese |12.3|Cheese|43762001|$3.44
Club|Club Large Curd Cottage Cheese |12.3|Cottage Cheese|43763001|$3.50
Club|Club Low Fat Cottage Cheese |15.7|Cottage Cheese|43764001|$1.67
Club|Club Low Fat Sour Cream |9.69|Sour Cream|43765001|$2.93
Club|Club Low Fat String Cheese |15|Cheese|43766001|$3.38
Club|Club Mild Cheddar Cheese |7.57|Cheese|43767001|$2.93
Club|Club Muenster Cheese |15.7|Cheese|43768001|$2.57
Club|Club Sharp Cheddar Cheese |16.7|Cheese|43769001|$3.61
Club|Club Sour Cream |11.6|Sour Cream|43770001|$0.53
Club|Club Strawberry Yogurt |11.3|Yogurt|43771001|$0.74
Club|Club String Cheese |3.3|Cheese|43772001|$1.88
Clorox|Disinfecting Wipes Lemon Fresh|35 pkg||43773001|$3.39
Clorox|Ultra Liquid Bleach Mountain Fresh|96 oz||43774001|$2.39
Classico|Alfredo Sauce Sun-Dried Tomato|26 oz||43775001|$3.49
Classico|Pasta Sauce Four Cheese|24 oz|Gravy/Sauce|43776001|$3.49
Classico|Pasta Sauce Vodka|24 oz|Gravy/Sauce|43777001|$3.49
Choice|Choice Malted Milk Balls |6.64|Chocolate Candy|43778001|$0.64
Choice|Choice Mint Chocolate Bar |8.6|Chocolate Candy|43779001|$0.56
Choice|Choice Mints |17.3|Hard Candy|43780001|$1.90
Choice|Choice Semi-Sweet Chocolate Bar |20.7|Chocolate Candy|43781001|$2.65
Choice|Choice Spicy Mints |16.6|Hard Candy|43782001|$1.72
Choice|Choice Tasty Candy Bar |15.2|Chocolate Candy|43783001|$0.89
Choice|Choice White Chocolate Bar |18.8|Chocolate Candy|43784001|$1.84
Chock Full O Nuts|100% Colombian Coffee|10.3 oz|Coffee/Creamer|43785001|$6.09
Chock Full O Nuts|Coffee Regular|26 oz|Coffee/Creamer|43786001|$9.89
Chock Full O Nuts|Regular Coffee|10.3 oz|Coffee/Creamer|43787001|$5.29
Chex Mix|Snack Mix Chocolate Peanut|8 oz|Snacks|43788001|$2.69
Chef Boyardee|Beefaroni Whole Grain|15 oz||43789001|$1.00
Chef Boyardee|Mini Bites Dinos & Meatballs|15 oz||43790001|$1.00
Chef Boyardee|Ravioli Beef|15 oz||43791001|$1.00
CDR|CDR Brown Sugar |8.3|Sugar|43792001|$2.92
CDR|CDR Canola Oil |18.3|Cooking Oil|43793001|$2.48
CDR|CDR Chunky Peanut Butter |5.63|Peanut Butter|43794001|$2.50
CDR|CDR Corn Oil |18.2|Cooking Oil|43795001|$2.95
CDR|CDR Creamy Peanut Butter |3.94|Peanut Butter|43796001|$2.65
CDR|CDR Extra Chunky Peanut Butter |9.5|Peanut Butter|43797001|$2.16
CDR|CDR Oregano |13.3|Spices|43798001|$1.16
CDR|CDR Pepper |14.1|Spices|43799001|$2.38
CDR|CDR Salt |16.8|Spices|43800001|$1.52
CDR|CDR Sesame Oil |7.69|Cooking Oil|43801001|$1.39
CDR|CDR Vegetable Oil |19.3|Cooking Oil|43802001|$3.52
CDR|CDR White Sugar |4.42|Sugar|43803001|$1.33
Carrington|Carrington Beef TV Dinner |20.2|TV Dinner|43804001|$1.77
Carrington|Carrington Chicken TV Dinner |6.06|TV Dinner|43805001|$2.35
Carrington|Carrington Fajita French Fries |14.1|French Fries|43806001|$2.22
Carrington|Carrington Frozen Broccoli |15.2|Frozen Vegetables|43807001|$0.63
Carrington|Carrington Frozen Carrots |7.89|Frozen Vegetables|43808001|$1.52
Carrington|Carrington Frozen Cauliflower |8.18|Frozen Vegetables|43809001|$1.48
Carrington|Carrington Frozen Cheese Pizza |18.2|Pizza|43810001|$3.45
Carrington|Carrington Frozen Chicken Breast |8.92|Frozen Chicken|43811001|$0.93
Carrington|Carrington Frozen Chicken Thighs |19.5|Frozen Chicken|43812001|$1.24
Carrington|Carrington Frozen Chicken Wings |8.39|Frozen Chicken|43813001|$2.42
Carrington|Carrington Frozen Corn |9.89|Frozen Vegetables|43814001|$1.60
Carrington|Carrington Frozen Mushroom Pizza |15.5|Pizza|43815001|$3.73
Carrington|Carrington Frozen Peas |19.7|Frozen Vegetables|43816001|$2.71
Carrington|Carrington Frozen Pepperoni Pizza |11.1|Pizza|43817001|$2.57
Carrington|Carrington Frozen Sausage Pizza |17.7|Pizza|43818001|$3.39
Carrington|Carrington Grape Popsicles |10.5|Popsicles|43819001|$2.90
Carrington|Carrington Home Style French Fries |5.86|French Fries|43820001|$0.92
Carrington|Carrington Ice Cream |14.7|Ice Cream|43821001|$2.65
Carrington|Carrington Ice Cream Sandwich |12.8|Ice Cream|43822001|$2.24
Carrington|Carrington Lemon Popsicles |9.5|Popsicles|43823001|$1.81
